../../../Projet/data/12/image_12_999972.jpg,AURORAL,AURORAL
../../../Projet/data/12/image_12_999973.jpg,Glutting,Glutting
../../../Projet/data/12/image_12_999974.jpg,tuxedoes,tuxedaes
../../../Projet/data/12/image_12_999975.jpg,shaula,llsnudr
../../../Projet/data/12/image_12_999976.jpg,ROACHDALE,ROACHDALE
../../../Projet/data/12/image_12_999977.jpg,Nonartistic,skoseiaatto
../../../Projet/data/12/image_12_999978.jpg,sirih,sirin
../../../Projet/data/12/image_12_999979.jpg,melitriose,moeitiioee
../../../Projet/data/12/image_12_999980.jpg,EVALUATE,EVALUATE
../../../Projet/data/12/image_12_999981.jpg,DUELISTS,DUELlSTS
../../../Projet/data/12/image_12_999982.jpg,MYXOSPORIDIA,mnYXOSPORNDYA
../../../Projet/data/12/image_12_999983.jpg,OVERIMITATE,OVERIMITATE
../../../Projet/data/12/image_12_999984.jpg,espousage,espousage
../../../Projet/data/12/image_12_999985.jpg,hypochromic,hgaochromic
../../../Projet/data/12/image_12_999986.jpg,autantitypy,autantitypy
../../../Projet/data/12/image_12_999987.jpg,minorate,Aorals
../../../Projet/data/12/image_12_999988.jpg,weism,Weism
../../../Projet/data/12/image_12_999989.jpg,ILLUSTRATES,LSsM
../../../Projet/data/12/image_12_999990.jpg,mussolini,mouseoini
../../../Projet/data/12/image_12_999991.jpg,Quadrae,Ruadrae
../../../Projet/data/12/image_12_999992.jpg,torydom,tonydom
../../../Projet/data/12/image_12_999993.jpg,pappyri,pappyri
../../../Projet/data/12/image_12_999994.jpg,labialized,labialized
../../../Projet/data/12/image_12_999995.jpg,radiantness,raadanaess
../../../Projet/data/12/image_12_999996.jpg,Reenunciating,Reenurniating
../../../Projet/data/12/image_12_999997.jpg,christiaan,chlistiaan
../../../Projet/data/12/image_12_999998.jpg,WALRATH,NEAETT
../../../Projet/data/12/image_12_999999.jpg,BROMVOEL,BROMuOEL
